,Year,Name,tenure,TEAM,AGE,GP,W,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Position,Height,Weight,Salary_Weight,Salary_Weight_l
2667,2005,Greg Buckner,7,DEN,29,73,41,24.1,6.7,2.5,5.7,43.4,1.2,3.3,35.4,0.6,0.8,78.2,0.4,2.4,2.9,1.7,0.7,1.2,0.3,2.5,16.5,0,0,0.2,G,193.04,210.0,0.09752656441140492,0.0726449696969697
2668,2006,Greg Buckner,8,DAL,30,76,61,18.0,4.0,1.6,3.9,41.1,0.4,1.4,31.1,0.4,0.4,79.4,0.5,1.6,2.1,0.9,0.5,0.6,0.1,2.0,9.5,0,0,0.3,G,193.04,210.0,0.10479956857810535,0.09752656441140492
2669,2007,Greg Buckner,9,MIN,31,31,5,16.8,4.0,1.5,3.8,38.5,0.5,1.6,30.0,0.6,0.7,86.4,0.3,1.8,2.1,1.3,0.9,0.7,0.1,2.0,9.7,0,0,-4.5,G,193.04,210.0,0.06833682685753238,0.10479956857810535
2670,2008,Greg Buckner,10,MEM,32,63,20,13.9,2.5,1.0,2.5,38.4,0.2,0.8,25.5,0.3,0.4,80.0,0.5,1.6,2.1,0.9,0.6,0.5,0.1,1.7,7.5,0,0,-0.7,G,193.04,210.0,0.01733102253032929,0.06833682685753238
2671,2001,Art Long,3,OKC,29,63,37,15.7,4.5,1.9,3.9,49.2,0.0,0.0,0.0,0.7,1.3,52.9,1.7,2.3,4.0,0.7,1.0,0.3,0.4,2.9,11.7,3,0,-0.4,F,205.74,250.0,0.005692508256561793,0.010961176470588235
2672,2007,Maceo Baston,9,TOR,32,15,7,6.9,2.7,1.1,1.7,68.0,0.0,0.0,0.0,0.5,0.7,70.0,0.6,1.1,1.7,0.2,0.3,0.1,0.3,1.3,6.0,0,0,-0.2,F,205.74,215.0,0.03873312883435583,0.032895919467912996
2673,2001,Kenyon Martin,2,BKN,24,73,46,34.3,14.9,6.1,13.2,46.3,0.2,0.9,22.4,2.5,3.7,67.8,1.5,3.8,5.3,2.6,2.4,1.2,1.7,3.6,31.5,2,0,4.1,F,205.74,234.0,0.10099476049762857,0.08945788235294118
2674,2002,Kenyon Martin,3,BKN,25,77,46,34.1,16.7,6.6,14.1,47.0,0.1,0.6,20.9,3.3,5.1,65.3,2.1,6.2,8.3,2.4,2.5,1.3,0.9,3.8,34.3,24,0,5.4,F,205.74,234.0,0.11698651916058396,0.10099476049762857
2675,2003,Kenyon Martin,4,BKN,26,65,41,34.7,16.7,6.8,13.8,48.8,0.1,0.4,28.0,3.1,4.5,68.4,2.0,7.4,9.5,2.5,2.6,1.5,1.3,3.5,37.4,27,0,3.0,F,205.74,234.0,0.21551278778208344,0.11698651916058396
2676,2004,Kenyon Martin,5,DEN,27,70,39,32.6,15.5,6.3,13.0,49.0,0.0,0.2,0.0,2.8,4.4,64.6,2.1,5.2,7.3,2.4,2.1,1.4,1.1,3.3,33.4,20,0,1.0,F,205.74,234.0,0.2148760404040404,0.21551278778208344
2677,2005,Kenyon Martin,6,DEN,28,56,25,27.6,12.9,5.3,10.7,49.5,0.1,0.4,22.7,2.2,3.0,71.2,1.7,4.6,6.3,1.4,1.3,0.8,0.9,3.1,26.3,7,0,1.0,F,205.74,234.0,0.22712302625388162,0.2148760404040404
2678,2006,Kenyon Martin,7,DEN,29,2,0,31.3,9.5,4.0,8.0,50.0,0.0,0.5,0.0,1.5,6.0,25.0,3.0,7.0,10.0,0.5,2.5,0.0,0.0,5.0,19.8,1,0,-4.5,F,205.74,234.0,0.23818083767751216,0.22712302625388162
2679,2007,Kenyon Martin,8,DEN,30,71,46,30.4,12.4,5.3,9.8,53.8,0.0,0.2,18.2,1.7,3.0,58.0,1.5,5.0,6.5,1.3,1.3,1.2,1.2,3.3,28.1,10,0,1.3,F,205.74,234.0,0.24594096796182685,0.23818083767751216
2680,2008,Kenyon Martin,9,DEN,31,66,42,32.0,11.7,4.8,9.8,49.1,0.2,0.6,36.8,1.8,3.0,60.4,1.2,4.8,6.0,2.0,1.6,1.5,1.1,3.0,28.0,5,0,2.8,F,205.74,234.0,0.26626752166377815,0.24594096796182685
2681,2009,Kenyon Martin,10,DEN,32,58,39,34.2,11.5,4.9,10.7,45.6,0.1,0.5,27.6,1.6,2.9,55.7,2.4,7.0,9.4,1.9,1.6,1.2,1.1,3.2,30.9,23,0,2.3,F,205.74,234.0,0.2850502032940528,0.26626752166377815
2682,2010,Kenyon Martin,11,DEN,32,58,39,34.2,11.5,4.9,10.7,45.6,0.1,0.5,27.6,1.6,2.9,55.7,2.4,7.0,9.4,1.9,1.6,1.2,1.1,3.2,30.9,23,0,2.3,F,205.74,234.0,0.043070773895665354,0.2850502032940528
2683,2011,Kenyon Martin,12,DEN,33,48,31,25.7,8.6,3.9,7.5,51.1,0.0,0.2,22.2,0.9,1.5,58.3,1.4,4.8,6.2,2.3,1.2,0.9,0.7,2.8,23.1,3,0,4.3,F,205.74,234.0,0.0073998346082282404,0.043070773895665354
2684,2012,Kenyon Martin,13,LAC,34,42,24,22.4,5.2,2.3,5.2,44.1,0.1,0.3,23.1,0.5,1.3,37.0,1.2,3.1,4.3,0.4,0.8,1.0,1.0,2.5,16.4,0,0,0.6,F,205.74,234.0,0.02385021898805365,0.0073998346082282404
2685,2013,Kenyon Martin,14,NYK,35,18,13,24.0,7.2,3.1,5.2,60.2,0.0,0.0,0.0,0.9,2.2,42.5,1.9,3.4,5.3,0.4,0.9,0.9,0.9,3.6,18.8,1,0,3.3,F,205.74,234.0,0.01297152144612701,0.02385021898805365
2686,2001,Stromile Swift,2,MEM,22,68,19,26.5,11.8,4.3,9.0,48.0,0.0,0.0,0.0,3.2,4.5,71.1,2.4,4.0,6.3,0.7,1.8,0.8,1.7,2.6,26.0,10,0,-4.5,F,205.74,225.0,0.09036279208363338,0.08003858823529411
2687,2002,Stromile Swift,3,MEM,23,67,26,22.0,9.7,3.5,7.3,48.1,0.0,0.0,0.0,2.6,3.7,72.2,1.7,4.0,5.7,0.7,1.5,0.8,1.6,2.3,23.2,10,0,-1.2,F,205.74,225.0,0.10475406021897811,0.09036279208363338
2688,2003,Stromile Swift,4,MEM,24,77,48,19.9,9.4,3.5,7.4,46.9,0.0,0.1,25.0,2.5,3.4,72.5,1.8,3.1,4.9,0.5,1.1,0.7,1.5,2.4,21.7,6,0,1.1,F,205.74,225.0,0.13661055390927743,0.10475406021897811
2689,2004,Stromile Swift,5,MEM,25,60,32,21.3,10.1,3.7,8.1,44.9,0.0,0.1,0.0,2.8,3.7,75.8,1.5,3.0,4.6,0.7,1.5,0.7,1.5,3.0,21.8,2,0,0.4,F,205.74,225.0,0.10101010101010101,0.13661055390927743
2690,2005,Stromile Swift,6,HOU,26,66,26,20.4,8.9,3.4,6.9,49.1,0.0,0.0,0.0,2.1,3.2,65.1,1.6,2.8,4.4,0.4,1.4,0.6,0.8,3.0,17.4,3,0,-2.0,F,205.74,225.0,0.1016279288604498,0.10101010101010101
2691,2006,Stromile Swift,7,MEM,27,54,15,19.1,7.8,3.0,6.4,46.5,0.0,0.1,0.0,1.8,2.5,72.4,1.6,3.1,4.6,0.3,1.3,0.6,1.1,2.7,17.6,4,0,-3.7,F,205.74,225.0,0.10426029120977891,0.1016279288604498
2692,2007,Stromile Swift,8,BKN,28,56,20,15.1,6.1,2.4,4.7,50.9,0.0,0.0,0.0,1.3,1.9,67.0,1.1,2.4,3.6,0.5,0.9,0.3,1.0,2.0,13.9,1,0,-1.4,F,205.74,225.0,0.1056578050443081,0.10426029120977891
2693,2001,Darius Miles,2,LAC,20,82,39,27.1,9.5,3.8,7.8,48.0,0.0,0.2,15.8,1.9,3.1,62.0,1.3,4.2,5.5,2.2,2.0,0.9,1.3,2.2,23.9,4,0,0.1,F,205.74,210.0,0.08114921407464427,0.07187858823529411
2694,2002,Darius Miles,3,CLE,21,67,15,29.9,9.2,3.9,9.6,41.0,0.0,0.2,0.0,1.4,2.3,59.4,1.7,3.7,5.4,2.6,2.7,1.0,1.0,2.4,23.1,3,0,-6.3,F,205.74,210.0,0.0942221943430657,0.08114921407464427
